#	Date	Confirmed	Deaths	Recovered	Confirmed per Million	Deaths per Million	Recovered per Million
-29	19.02.2020	2	0	2	0.043	0.000	0.043
-28	20.02.2020	2	0	2	0.043	0.000	0.043
-27	21.02.2020	2	0	2	0.043	0.000	0.043
-26	22.02.2020	2	0	2	0.043	0.000	0.043
-25	23.02.2020	2	0	2	0.043	0.000	0.043
-24	24.02.2020	2	0	2	0.043	0.000	0.043
-23	25.02.2020	6	0	2	0.128	0.000	0.043
-22	26.02.2020	13	0	2	0.278	0.000	0.043
-21	27.02.2020	15	0	2	0.321	0.000	0.043
-20	28.02.2020	32	0	2	0.685	0.000	0.043
-19	29.02.2020	45	0	2	0.963	0.000	0.043
-18	01.03.2020	84	0	2	1.797	0.000	0.043
-17	02.03.2020	120	0	2	2.568	0.000	0.043
-16	03.03.2020	165	1	2	3.531	0.021	0.043
-15	04.03.2020	222	2	2	4.750	0.043	0.043
-14	05.03.2020	259	3	2	5.542	0.064	0.043
-13	06.03.2020	400	5	2	8.559	0.107	0.043
-12	07.03.2020	500	10	30	10.699	0.214	0.642
-11	08.03.2020	673	17	30	14.401	0.364	0.642
-10	09.03.2020	1073	28	32	22.960	0.599	0.685
-9	10.03.2020	1695	35	32	36.270	0.749	0.685
-8	11.03.2020	2277	54	183	48.724	1.155	3.916
-7	12.03.2020	2277	55	183	48.724	1.177	3.916
-6	13.03.2020	5232	133	193	111.955	2.846	4.130
-5	14.03.2020	6391	195	517	136.756	4.173	11.063
-4	15.03.2020	7798	289	517	166.863	6.184	11.063
-3	16.03.2020	9942	342	530	212.740	7.318	11.341
-2	17.03.2020	11748	533	1028	251.385	11.405	21.997
-1	18.03.2020	13910	623	1081	297.648	13.331	23.131
0	19.03.2020	17963	830	1107	384.375	17.760	23.688
